;Site;Auteur;dateComm;dateSejour;Localisation;Note;Titre;Avis
1460;Disney Newport Bay Club;malymathieu;juin 2018;septembre 2016;Tarascon France;5;Super sejour;Nous sommes venu en famille pour le séjour Marvel.  Hôtel super propre, accueil de grande qualité, déjeuner très varié, une vue sur le lac splendide,  séjour à renouveler dans cet hôtel. Un grand merci à l équipe car toujours à l écoute des clients 
1461;Disney Newport Bay Club;Adeline P;juin 2018;septembre 2016;Ville de Roanne France;4;Super hôtel mais un peu bruyant;Super séjour dans cet hôtel. Nous avons été ravi de la chambre qui était tout à fait propre et prête dès notre arrivée à 8h30. Le restaurant Cape Cod (buffet à volonté) était top et tout le personnel était à nos petits soins avec toujours une attention à l’égard de notre fille de 5ans qui a fait fureur avec se robe de Moana.  La piscine est superbe, il est juste dommage que certaines personnes manquent de jugeote et laissent aller leur enfant encore incontinent dans le bassin sans couche.... Obligation d’évacuer la piscine pour la nettoyer....... Sans parler du manque de discrétion des gens lorsqu’ils sont dans les couloirs.... Comme la parade est à 23h, en rentrant ils ont été très bruyants... Nous étions au 3ème étage et on a entendu toutes les baignoires au dessus de nous se…
1462;Disney Newport Bay Club;CORINNE M;janvier 2018;septembre 2016;Thiais France;4;Bel hôtel;Très bel hôtel mais il y a tellement de chambres qu'on a l'impression que nous sommes dans les grands magasins au niveau de l'accueil, boutique et resto. La piscine est correcte et propre même au niveau des vestiaires  
1463;Disney Newport Bay Club;laurenced454;juin 2018;septembre 2016;;5;Mon merveilleux sejour;Un séjour inoubliable en compass club.Un personnel au newport exceptionnel.Merci merci merci.La chambre très propre la literie très confortable.Nous nous sommes sentis comme chez nous avec les services en plus
1464;Disney Newport Bay Club;miloumiloumilou13;juin 2018;septembre 2016;;4;Peu mieux faire;Un peu loin pour le prix.... nous avons préféré le sequoia.  La literie est très bonne comme d'habitude.  Très bel établissement au tour d'un très joli lac ...  La piscine est sympa aussi ...  On est jamais vraiment déçu par les hôtels Disney !   
1465;Disney Newport Bay Club;bob15011106;juin 2018;septembre 2016;Bonneville France;5;Formidable ;Nous avions réservé deux suites compass club pour les anniversaires de mon époux et de mon fils.  L' accueil était sympathique et très agréable.  L'hôtel est imposant mais très beau. Les suites étaient fabuleuses.  Je n' avais pas envie d'en repartir. Une attention pour mon fils nous attendait et il en fût ravi. Le lounge est très agréable pour se détendre dans une ambiance cosy. C'était une belle expérience à refaire.  
1466;Disney Newport Bay Club;Aurore B;juin 2018;septembre 2016;;5;des étoiles Mickey plein les yeux;un hôtel vraiment magnifique il est juste énorme dans tous les sens du termes... Un personnel au petit soin pour tout le monde, à l'écoute, qui essaye au maximum de satisfaire chaque client....  La chambre était vraiment bien, propre, grande et très bien décoré. La piscine elle est superbe et bien grande quand l’extérieur est accessible. La boutique vraiment bien il y a de tout.  le bar : captain quarters:  très bon cocktail et tranquillité garantie. Niveau sécurité : alors la ils ont mit aussi le paquet, on a arrêté de compter le nombre de fois ou l'on a été contrôlé, fouillé... on se sent vraiment en sécurité et cela permet de pleinement profiter.  un grand merci à vous tous les cast members tous sans exception pour nous avoir aider à faire vivre un vrai conte de fées à nos…
1467;Disney Newport Bay Club;joellestevens;juin 2018;septembre 2016;;5;Super sejour;Super séjour, splendide cadre, personnel super gentil et accueillant, restaurant très bon ... je recommande ce séjour (3 jours est un minimum vu toutes les activités à faire). Faste pas très pratique.
1468;Disney Newport Bay Club;Nicolas L;juin 2018;septembre 2016;Le Puy-en-Velay France;5;Nouvelle expérience en compass club;2 ème visite au new port bat club Mais cette fois ci en suite compass club  Clairement c'est un vrai plus  Service aux petits soins, personnel toujours aussi agréable, petites attentions pour les enfants, Suite spacieuse  Nous adorons cette hôtel et reviendrons au compass sans aucun doute.
1469;Disney Newport Bay Club;Dreamer73467;juin 2018;septembre 2016;;3;Bien;Chambre standard relativement petite pour 4 personnes. Table et fer à repasser dans la chambre mais pas d armoire pour ranger les vêtements, juste quelques cintres... Chambre 1210 pas bien située, au fond du couloir s juste à côté du tunnel de services qui fait du bruit la nuit. et la vue sur l extérieur est inexistante. Personnel très agréable et réactif. organisation des arrivées très bien. L hôtel est à 10 min à pied du parc par un petit chemin piétonnier.
1470;Disney Newport Bay Club;JuliaSissi;juin 2018;septembre 2016;Nice France;4;Disney FanDaze à l'Hôtel Newport Bay Club;"Ce n'est pas la 1ère fois que nous allons au Newport Bay Club. C'est un hôtel très agréable, notamment en ce qui concerne le thème, la déco. Personnellement je le trouve un peu trop éloigné des parcs (problèmes de dos) et les navettes inter-hôtels ne rapprochent pas autant que souhaité. (En fait, seul le Disneyland Hôtel est vraiment près, nous y avons été quelques fois et il est vrai que c'est bien pratique ;-) ). Les petits-déjeuners ne sont plus inclus, et au prix payé c'est bien dommage (et le fait de se voir attribuer une tranche horaire pour s'y rendre est très contraignant). La dernière fois nous étions en Compass Club, et là c'était le bonheur ! Le petit-déjeuner est magnifique tant en variété qu'en qualité, et on y va à l'heure que l'on veut ;-) Les fast-pass…"
1471;Disney Newport Bay Club;marceausegas;juin 2018;septembre 2016;Bordeaux France;5;Top;Superbe hôtel.  Tout est bien. Petit dejeuner et puis il s occupe de tout lors  des grèves .  Ils sont au top et bon accueil . Très près du parc si on prend la navette qui va directement à l hôtel. Bon souvenir . J aurai bien aimé avoir plus d info lorsque les personnages de Disney venait à l hôtel car on les a loupé 
1472;Disney Newport Bay Club;507sandrinee;juin 2018;septembre 2016;Toulouse France;5;excellent accueil;Très bel et grand hôtel. Un accueil très très efficace et de qualité. Le personnel est toujours disponible et très agréable. Le buffet du petit déjeuner est très varié et de bonne qualité. Le service bagagerie est ultra efficace. L'hôtel est situé près du parc (10-15 minutes à pied) . 
1473;Disney Newport Bay Club;olivierdD2091TF;juin 2018;septembre 2016;;3;Séjour d’ une période de trois jours;Nous venons régulièrement à Disney et nous avons toujours apprécié notre séjour mais cette fois ci mon mari était malade (il avait une grosse otite) et nous avons du attendre 6 heures pour voir un médecin !!! Nous ne comprenons pas qu’un endroit comme Disneyland où tout est si bien organisé et le jour ou tu as un problème de santé tu peux avoir de graves conséquences avant d’avoir un médecin !!! 
1474;Disney Newport Bay Club;Carole D;juin 2018;septembre 2016;Sambreville Belgique;3;Séjour;Ce séjour n'était malheureusement pas à la hauteur de nos attentes... Ayant déjà pu séjourner dans les autres hôtels Disney, nous n'avons pas trouvé que celui ci valait le prix!  Même pas de matelas dans le lit bébé! Et quelle horreur la porte de la chambre qu'il est impossible de maintenir ouverte pour pouvoir passer avec la poussette...
1475;Disney Newport Bay Club;l0nguetguillaume;juin 2018;septembre 2016;Lille France;4;détails;tv en panne, joint de vitre de douche défectueux, dommage piscine connecté a l'extérieur donc dut sortir pour cause d'orage et foudre.  petit déjeuner géant, belle piscine, bon lit, belle salle de bain, bon accueil,  navette pratique, parking rien a signaler, joli cadre général
1476;Disney Newport Bay Club;Fremy M;mai 2018;septembre 2016;Prades-d'Aubrac Midi-Pyrénées France;5;Tjrs aussi top;3 ème séjour dans cette hôtel pour nous tjrs aussi top pas de soucis particulier .chambre propre avec vu sur la piscine et on a pu en profiter car la piscine était ouverte sur l extérieur avec le temps magnifique
1477;Disney Newport Bay Club;Cynthia16140;juin 2018;septembre 2016;;2;Déçue par cet hôtel;Nous avions réservé avec 2 amies une chambre au newport en compass club.  A l'arrivée déception: chambre petite, 1 peignoir pour 3, lits petits, 1 gel douche pour 3, nespresso dans la chambre en panne, douche avec pression quasi nulle, vue déplorable et située juste à coté des ascenseurs.  Il aura fallu qu'on appelle 2 fois pour qu'on nous monte 2 autres peignoirs, que je rappelle pour avoir une réparation sur la nespresso qui arrivera tard, que je réclame des gels douches. Au moment du coucher l'horreur: toute la nuit on a entendu les ascenseurs, les gens qui couraient dans les couloirs...Une de mes amies n'a pas fermé l'oeil de la nuit. J'ai demandé a changer de chambre, on m'a refusé cette demande pretextant être complet!  En plus: aucune attention: lits non ouverts le soir,…
1478;Disney Newport Bay Club;Annie-Claude B;juin 2018;septembre 2016;Zegerscappel France;5;Hôtel grand luxe aux abord des parcs Disney;"Hôtel luxueux proposant de nombreux services en rapport au standing de l'hôtel. Chambre spacieuse avec suite. Petit déjeuner copieux; Service navette pour les parcs. Parc bordé d'eau. Parking et hôtel sécurisé avec contrôle à l'entrée. Service bagagerie pratique notamment avec des horaires très souples."
1479;Disney Newport Bay Club;El080;octobre 2017;septembre 2016;Dolus-d'Oléron France;4;Très bel hotel;Le cadre est magnifique. Les chambres très joliment décorée et bonne literie  Bonne restauration dans l'hôtel. Très propre. Personnel très souriant et à l'écoute de nos questions. Je recommande fortement cet hôtel. Avec une navette à seulement 5 mn du parc
1480;Disney Newport Bay Club;flxmx;juin 2018;septembre 2016;Hettange-Grande France;4;Sympa, a distance correcte du parc ;Le Newport est relativement bien placé pour aller à pied aux parcs Disney. Les chambres viennent d'être rénovées et sont assez chouette. Nous avons eu un souci avec une évacuation d'eau et l'équipe de maintenance était très rapidement sur place. Seul point critique est la propreté. Certaines chambres puent carrément, heureusement pas la notre. Mais les. Coins dans la salle de bains ne sont pas propres. Normalement ça ne devrait pas arriver. Le buffet du soir du restaurant Cape Cod faisant parti de l'hôtel et très bon. Le prix est élevé mais dans la moyenne du Park. 
1481;Disney Newport Bay Club;Yann;avril 2018;septembre 2016;Aubigny-en-Artois France;2;Chambres sales +++ avec vue direct sur un quai de déchargement;Nous venons à Disney depuis longtemps en séjour de 2 jours 1 nuit à chaque fois. Nous avons fait à de multiples reprises cet hôtel et nos 2 derniers séjours étaient indignes de Disney.  Une suite pour les 1 an de notre fille et même pas un petit mot gentil du personnel ou un petit mot laissé en souvenir dans la chambre alors que nous avions indiqué l'événement lors de la réservation. En plus Double oubli au restaurant de Ratatouille, on oublie de nous appeler et ensuite on nous amène à la table avec un air des mauvais jours et on nous oublie à nouveau. Super souvenir pour les 1 an de notre puce et même pas une petite bougie ou autre... Pour les chambres et suites, plus de 45 minutes d'attente pour enregistrer la chambre, les chambres simples passaient en 10-15min  Le second…
